conflict,land,agrtit,anymitiguse,fenc,ntwh,gdan,lgtn,scrd,cley,dp,dw,elev,fc1km,fc3km,lvstkown,grzlvstkhouse,grzcattlehouse,grzgoathouse,grzlvstkforest,hht,pctmen,gender,age,ncrop,rice,soya,cotton,channa,wheat,crmgen,crfenc,crntwh,crgdan,crlgtn,crscrd,crbush,lpmgen,lpfenc,lpntwh,lpgdan,lplgtn,lpscrd,lpcley,yrsofarming,crincmloss,lpincmloss,lessrain,morerain,partcommact,localofffence,localofflight,localofftrench,conflhhtask,conflfuel,conflcrops,confldomes,conflwater,jvcarn,jvherb,fbcarn,fbherb,mrcarn,mrherb,apcarn,apherb,mycarn,myherb,jncarn,jnherb,jlcarn,jlherb,agcarn,agherb,spcarn,spherb,occarn,ocherb,nvcarn,nvherb,dccarn,dcherb,migrtnstatus,chldatndschl,obtainwood,obtaingraze,obtainntfp,intrctfd,faceconflfd,fdfuel,fdgraze,valutgr,valulprd,valupig,valuchtl,valunlgi,valusmbr,crpig,crchtl,crnlgi,crsmbr,lplprd,lptgr,rptgovcr,rptgovlp,rptgovpig,rptgovchtl,rptgovnlgi,rptgovsmbr,rptgovlprd,rptgovtgr,Ilm,less8m,totwelvem,abvtwelvem,Ilf,less8f,totwelvef,abvtwelvef,highschledu,crhh,lphh,cattleown,bufflown,goatown,comprec,Il,less8,totwelve,abvtwelve,imppa,chngpa,obtainres,freqres,conflyear,fdaccess
1,3,1,1,1,0,0,0,0,1,11.141371,0.513412,0.243375673,4.737724069,28.51182517,2,2,2,0,1,4,75,0,42,3,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,15,25000,NA,1,1,1,2,2,2,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,2,0,0,0,0,2,0,2,1,0,2,0,0,0,0,2,2,0,1,0,1,1,40,6
1,20,1,1,0,0,0,1,0,0,10.238063,0.193677,0.243375673,6.098575038,16.54419605,4,4,4,NA,0,4,50,1,45,5,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,45,NA,NA,1,1,1,1,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,0,1,NA,0,NA,0,1,0,0,1,NA,NA,1,NA,1,NA,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,0,1,0,0,0,0,1,0,1,1,0,4,NA,NA,0,0,1,1,0,1,1,0,0,40,1
1,6,1,1,1,1,1,1,1,0,10.281343,0.165512,0.243375673,6.152258644,16.74257361,3,3,3,NA,0,4,75,0,35,4,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,35,NA,NA,1,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,NA,NA,1,1,1,1,0,1,0,1,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,1,0,0,1,1,0,2,1,0,3,NA,NA,0,0,2,2,0,1,0,1,1,33,2
1,20,1,1,0,0,0,0,1,0,11.101075,0.567754,0.243375673,4.596633634,28.25471645,2,2,2,NA,0,4,25,1,32,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,60000,NA,NA,NA,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,NA,NA,NA,NA,1,0,1,0,0,0,1,0,1,NA,1,NA,NA,NA,0,0,2,0,0,1,0,0,2,1,0,2,NA,NA,0,0,1,2,0,1,1,1,0,30,1
1,4,1,0,0,0,0,0,0,0,8.494937,0.042912,0.243375673,7.938284487,5.061016572,0,0,0,0,NA,3,33.33333333,1,70,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25000,NA,1,0,0,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,1,3,1,0,1,1,2,0,3,1,0,0,0,0,0,2,4,3,0,1,1,0,0,35,0
1,5,1,1,0,1,0,0,1,0,9.994709,0.159561,0.247644159,0.808673584,20.74328679,2,2,2,0,0,5,40,1,40,3,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,20,40000,5000,0,0,0,2,2,2,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,NA,0,NA,1,NA,0,3,1,0,0,1,1,0,2,1,1,2,0,0,0,0,4,2,0,1,1,0,0,30,1
0,0,NA,0,0,0,0,0,0,0,10.039421,0.105917,0.247644159,1.049420592,21.5535546,0,0,0,0,NA,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,1,1,1,0,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,1,NA,NA,0,0,0,NA,2,1,1,0,0,1,0,0,NA,2
1,10,1,1,0,0,0,0,1,0,6.918587,0.280876,0.261729093,2.363608539,31.13399996,5,5,4,1,1,4,50,0,75,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,50,NA,NA,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,2,0,1,0,1,0,3,1,0,4,0,1,0,1,1,3,0,0,1,1,1,50,2
1,2,1,1,0,1,1,0,1,0,6.823824,0.253964,0.261729093,2.34277376,31.0088597,10,10,7,1,1,4,75,0,27,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,50,40000,NA,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,NA,NA,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,1,0,0,0,1,0,2,0,2,1,0,7,0,1,1,2,0,2,0,1,1,1,1,50,NA
1,0,NA,0,0,0,0,0,0,0,6.750535,0.235318,0.261729093,2.374315368,31.20408405,4,4,2,0,1,3,33.33333333,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,10000,0,0,1,2,2,2,1,1,0,1,0,NA,NA,NA,NA,1,0,1,0,1,0,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,1,1,1,1,1,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,1,2,0,0,0,0,0,1,0,1,0,1,2,2,0,0,2,0,1,0,1,1,3,1,NA,1
1,6,1,1,0,1,0,0,1,0,6.748138,0.181506,0.261729093,2.540302726,31.47381596,2,2,2,0,0,4,50,0,18,4,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,40,50000,NA,NA,1,0,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,0,NA,NA,1,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,1,0,2,0,0,0,1,0,3,1,0,2,0,0,0,1,0,3,0,1,1,1,0,40,0
1,1,1,1,1,1,0,0,0,0,6.728559,0.167429,0.261729093,2.650560816,31.59098833,5,5,3,NA,1,4,50,1,23,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,8000,NA,1,1,0,4,4,4,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,NA,NA,NA,1,1,2,0,2,0,0,0,2,1,0,3,2,NA,1,3,1,2,0,1,1,3,0,30,0
0,1,1,0,0,0,0,0,0,0,6.741488,0.217046,0.261729093,2.46450214,31.31117122,NA,NA,NA,NA,NA,4,75,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,NA,NA,0,0,0,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,0,0,0,NA,0
0,0,NA,0,0,0,0,0,0,0,6.491355,0.149361,0.272078724,20.97356445,59.38822679,2,2,NA,NA,1,6,50,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4,4,4,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0,2,1,0,0,0,2,NA,NA,0,2,0,NA,1,1,0,2,1,1,1,0,NA,0
1,7,1,1,1,1,0,1,0,0,6.398091,0.280012,0.272078724,21.78158584,60.87928273,4,4,4,NA,1,3,33.33333333,1,58,5,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,50,25000,NA,1,0,NA,4,4,4,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,0,NA,NA,NA,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,2,0,0,1,0,3,1,0,4,NA,NA,0,0,0,1,2,1,1,0,0,60,3
1,1.5,1,1,1,0,0,0,0,0,6.321294,0.454015,0.272078724,19.37184427,63.1446695,5,5,3,1,1,6,66.66666667,0,42,3,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,3,0,0,1,0,1,0,1,1,0,3,1,1,NA,1,3,1,0,0,0,0,0,2,2
1,13,1,1,1,1,0,1,0,1,6.196465,0.287282,0.272078724,16.51292471,65.81058002,2,2,2,0,0,6,50,0,62,5,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,50,20000,8000,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,NA,0,0,NA,NA,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,NA,0,1,1,1,0,1,1,1,0,2,1,1,2,0,0,1,2,2,2,0,1,1,0,0,50,1
1,5,1,1,0,1,0,0,0,0,6.181083,0.249395,0.272078724,15.95552528,66.28414807,0,0,0,0,NA,5,60,1,65,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50,20000,NA,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,NA,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,0,2,1,0,1,0,0,0,1,1,0,0,0,0,1,1,2,1,0,0,1,2,1,50,3
1,0.75,1,1,0,1,0,0,1,1,6.193528,0.353051,0.272078724,18.43810174,65.05491187,2,2,2,0,1,4,25,1,29,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,50,15000,NA,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,2,0,1,0,2,1,0,2,0,0,0,2,0,2,0,1,1,2,1,50,3
0,0,NA,1,0,0,0,0,0,1,9.027468,0.468287,0.234950905,2.447077882,5.592866613,4,4,2,1,1,4,75,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NA,NA,1,0,0,5,5,5,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,2,0,3,NA,NA,2,0,1,NA,1,0,3,0,0,1,2,1,NA,3
0,0,NA,0,0,0,0,0,0,0,9.493334,0.63401,0.234950905,3.958078891,3.874054904,0,0,0,0,NA,1,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5,5,5,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,1,0,3,NA,NA,0,0,0,NA,1,1,2,1,1,1,4,0,NA,0
0,0,NA,0,0,0,0,0,0,0,8.413547,0.176676,0.234950905,2.115986299,6.402690515,0,0,0,0,NA,4,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,0,0,1,1,1,0,1,NA,NA,0,0,0,NA,1,3,1,0,1,1,2,0,NA,1
0,0,NA,0,0,0,0,0,0,0,8.011049,0.044249,0.234950905,1.529401649,10.43338189,0,0,0,0,NA,5,60,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,1,1,0,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,NA,NA,0,0,0,NA,0,2,0,0,1,0,0,0,NA,NA
0,0,NA,0,0,0,0,0,0,0,8.148387,0.029176,0.234950905,1.75494727,10.18883988,0,0,0,0,NA,6,50,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,2,2,2,1,1,0,0,0,NA,NA,NA,NA,1,0,1,0,1,0,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,1,NA,NA,0,0,0,NA,1,0,1,0,1,0,0,0,NA,1
1,2,1,0,0,0,0,0,0,0,8.150863,0.027782,0.234950905,1.759575898,10.17676766,0,0,0,0,NA,4,75,0,25,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,NA,NA,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,2,0,1,0,2,1,0,0,0,0,0,3,0,2,0,1,1,0,0,30,0
1,5,1,0,0,0,0,0,0,0,7.276415,0.530207,0.225806643,2.847776116,3.435164277,3,3,3,0,0,3,33.33333333,1,36,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,NA,NA,1,1,NA,1,NA,NA,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,1,0,1,0,1,0,1,0,2,1,0,3,0,0,0,2,0,2,0,1,1,0,0,20,1
1,12,1,1,0,1,0,0,0,0,7.354554,0.486297,0.225806643,3.288177735,3.458994079,6,6,6,0,1,3,33.33333333,1,40,3,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,50,NA,NA,1,1,0,1,NA,NA,1,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,NA,NA,1,NA,NA,NA,1,0,0,0,0,1,1,0,1,NA,NA,NA,NA,0,0,0,0,1,0,2,1,0,2,1,1,6,0,0,0,0,2,1,1,1,1,1,1,5,2
1,3,1,1,0,1,0,0,0,0,8.664999,0.099214,0.225806643,4.65163252,4.542392511,0,0,0,0,NA,8,50,1,51,4,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50,15000,NA,1,0,0,1,1,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,2,3,1,0,0,0,0,0,0,2,0,3,1,1,0,0,50,3
1,1.5,1,1,0,1,0,0,0,0,8.670552,0.110807,0.225806643,4.58624886,4.54479538,0,0,0,0,NA,4,50,1,38,4,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50,15000,NA,1,0,0,1,1,1,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,1,0,0,2,1,0,2,1,0,0,0,0,0,0,3,2,0,NA,1,0,0,50,3
0,9,1,0,0,0,0,0,0,0,8.655848,0.097316,0.225806643,4.66200002,4.545634072,0,0,0,0,NA,2,50,1,87,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,NA,NA,0,0,0,NA,1,1,0,0,0,1,0,0,NA,5
1,11.12,1,1,0,0,0,1,1,0,8.548303,0.178511,0.225806643,4.475523707,4.563481444,3,3,3,NA,0,5,60,1,70,4,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,25,10000,NA,0,1,0,2,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,0,0,2,0,0,0,2,0,4,1,0,3,NA,NA,0,0,0,4,0,1,1,0,0,10,4
1,1.62,1,1,0,1,0,0,0,0,11.689204,0.123583,0.223175187,4.190690104,4.028592005,7,7,4,1,1,5,60,1,80,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25,7500,NA,1,0,0,1,1,1,1,1,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,1,2,1,0,0,1,0,1,2,1,0,4,2,1,0,1,3,1,1,1,1,1,1,25,0
0,0,NA,0,0,0,0,0,0,0,11.615461,0.175557,0.223175187,3.969830698,4.069712599,0,0,0,0,NA,5,20,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,1,0,3,NA,NA,0,0,0,NA,0,2,2,1,0,1,1,1,NA,0
1,9,1,0,0,0,0,0,0,0,11.621063,0.166545,0.223175187,4.017266475,4.078873486,0,0,0,0,NA,3,0,0,60,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,55000,NA,1,1,0,1,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,NA,1,NA,1,NA,1,NA,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,1,1,0,0,7.5,0
1,5,1,0,0,0,0,0,0,0,11.42758,0.188353,0.223175187,2.290221743,3.81240571,2,2,2,0,0,4,50,1,39,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2000,NA,0,0,0,2,2,2,0,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,1,1,1,1,0,2,1,0,2,0,0,0,1,2,1,1,1,1,0,0,8,0
1,3,1,1,0,1,1,0,1,0,11.462724,0.147781,0.223175187,1.935140038,3.800913278,0,0,0,0,NA,4,25,0,28,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,15,10000,NA,0,1,0,1,1,1,0,NA,NA,NA,NA,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,10,0
1,1,1,1,1,0,0,0,0,1,11.410783,0.227468,0.223175187,2.320849037,3.826810804,0,0,0,0,NA,2,0,1,60,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5000,NA,1,1,1,1,1,1,0,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,1,0,0,1,1,0,2,1,0,0,0,0,0,1,1,2,0,0,0,2,0,10,4
0,8,1,1,0,1,0,1,0,0,11.540451,0.646982,0.241068908,23.22175545,19.064075,4,4,4,NA,0,5,40,1,75,2,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,50,NA,NA,1,1,0,1,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,3,1,1,1,0,2,0,4,NA,NA,4,0,0,NA,2,3,3,1,1,1,1,1,NA,2
1,14,1,0,0,0,0,0,0,0,11.478608,0.454897,0.241068908,24.9059127,17.92495201,4,4,3,1,NA,6,50,1,60,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40000,NA,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,0,3,2,0,1,3,0,0,2,1,0,3,0,1,0,1,6,2,0,0,0,0,0,10,NA
0,0,NA,0,0,0,0,0,0,0,11.466951,0.442614,0.241068908,25.27349812,17.711599,0,0,0,0,NA,7,57.14285714,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1,1,1,1,0,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0,1,0,1,NA,NA,0,0,0,NA,0,3,1,0,1,0,0,0,NA,6
1,3,1,0,0,0,0,0,0,0,10.675398,2.355204,0.241068908,19.86422706,14.0677616,0,0,0,0,NA,2,50,0,30,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5000,NA,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,0,1,1,0,1,0,1,0,2,1,0,0,0,0,0,1,1,2,0,1,0,0,0,10,NA
1,5,1,1,0,1,1,0,0,0,10.633513,2.291491,0.241068908,20.21006684,14.16144459,4,4,4,0,0,2,0,1,70,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,20000,NA,1,1,0,1,1,NA,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,0,1,2,0,1,1,1,0,3,1,0,4,0,0,0,1,2,3,0,1,1,0,0,10,0
