conflict,land,agrtit,anymitiguse,fenc,ntwh,gdan,lgtn,scrd,cley,dp,dw,elev,fc1km,fc3km,lvstkown,grzlvstkhouse,grzcattlehouse,grzgoathouse,grzlvstkforest,hht,pctmen,gender,age,ncrop,rice,soya,cotton,channa,wheat,crmgen,crfenc,crntwh,crgdan,crlgtn,crscrd,crbush,lpmgen,lpfenc,lpntwh,lpgdan,lplgtn,lpscrd,lpcley,yrsofarming,crincmloss,lpincmloss,lessrain,morerain,partcommact,localofffence,localofflight,localofftrench,conflhhtask,conflfuel,conflcrops,confldomes,conflwater,jvcarn,jvherb,fbcarn,fbherb,mrcarn,mrherb,apcarn,apherb,mycarn,myherb,jncarn,jnherb,jlcarn,jlherb,agcarn,agherb,spcarn,spherb,occarn,ocherb,nvcarn,nvherb,dccarn,dcherb,migrtnstatus,chldatndschl,obtainwood,obtaingraze,obtainntfp,intrctfd,faceconflfd,fdfuel,fdgraze,valutgr,valulprd,valupig,valuchtl,valunlgi,valusmbr,crpig,crchtl,crnlgi,crsmbr,lplprd,lptgr,rptgovcr,rptgovlp,rptgovpig,rptgovchtl,rptgovnlgi,rptgovsmbr,rptgovlprd,rptgovtgr,Ilm,less8m,totwelvem,abvtwelvem,Ilf,less8f,totwelvef,abvtwelvef,highschledu,crhh,lphh,cattleown,bufflown,goatown,comprec,Il,less8,totwelve,abvtwelve,imppa,chngpa,obtainres,freqres,conflyear,fdaccess
1,6,1,1,0,1,0,1,1,0,8.660928,1.026936,0.213875276,7.744562971,6.371623634,6,6,3,1,1,5,40,1,70,3,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,45,20000,15000,0,0,0,1,1,1,0,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,NA,0,0,NA,1,0,1,0,2,1,1,0,2,1,1,3,2,1,0,3,1,2,0,0,1,0,0,10,5
1,5,1,1,0,1,0,0,0,0,8.699806,1.361356,0.232891214,7.349966722,5.303485758,3,3,3,0,0,7,57.14285714,1,70,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,55,87500,NA,0,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,0,1,0,NA,NA,NA,NA,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,1,0,0,3,1,0,2,1,0,3,0,0,0,0,4,2,0,1,0,0,0,10,NA
1,20,1,1,1,1,0,0,0,0,8.691548,1.335575,0.232891214,7.480973824,5.279300358,1,1,1,0,1,7,71.42857143,1,30,7,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,100000,200000,0,0,1,1,4,4,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,NA,1,1,NA,NA,0,1,0,1,0,1,0,1,2,1,0,1,0,0,1,0,2,0,2,1,1,0,0,10,3
0,0,NA,0,0,0,0,0,0,0,9.913162,2.581319,0.232891214,4.84303099,11.73237716,0,0,0,0,NA,10,40,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,2,0,2,NA,NA,0,0,0,NA,0,2,2,0,1,0,0,0,NA,0
1,7,1,1,1,0,0,0,0,0,7.87784,0.691344,0.232891214,4.861098284,4.076054823,5,5,5,NA,0,4,50,1,52,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,70000,NA,0,0,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,1,2,1,0,1,0,1,0,2,1,0,5,0,0,0,2,2,2,0,0,0,0,0,5,NA
1,15,1,0,0,0,0,0,0,0,10.25116,1.930614,0.232891214,1.209342619,9.216502585,2,2,2,NA,0,4,50,1,NA,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,NA,NA,0,0,0,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,2,0,0,0,1,0,3,1,0,2,0,0,0,0,1,3,0,1,0,0,0,NA,NA
0,0,NA,0,0,0,0,0,0,0,10.217255,1.902963,0.232891214,1.329626488,9.151281912,1,0,0,0,NA,3,33.33333333,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,4,4,1,2,2,2,0,7,NA,NA,0,0,1,NA,3,6,6,1,0,0,0,0,NA,0
0,0,NA,0,0,0,0,0,0,0,4.894945,0.272163,0.225124603,2.342353776,5.635135445,0,0,0,0,NA,9,33.33333333,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1,0,3,NA,NA,0,0,0,NA,0,1,2,1,1,1,0,0,NA,1
1,3,1,0,0,0,0,0,0,0,4.873733,0.281528,0.225124603,2.312051387,5.64755609,5,0,0,0,NA,4,50,1,56,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,17000,NA,0,0,0,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,NA,NA,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,1,0,1,1,0,2,0,0,2,1,0,3,0,2,0,1,2,1,1,0,0,0,0,50,NA
1,7,1,0,0,0,0,0,0,0,4.843581,0.298882,0.225124603,2.288530371,5.665355821,3,3,3,NA,0,3,33.33333333,0,38,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25000,NA,0,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,1,0,1,1,1,1,1,0,NA,NA,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,0,2,0,1,0,0,2,1,0,3,0,0,0,0,2,0,2,1,0,0,0,10,NA
1,14,1,1,1,1,1,0,1,0,4.902114,0.261662,0.225124603,2.321475837,5.639878097,5,5,5,0,0,7,71.42857143,1,40,4,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,30,25000,NA,1,1,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,1,NA,NA,NA,0,0,0,0,1,1,0,0,NA,0,1,1,0,1,0,0,1,0,1,1,NA,1,NA,NA,1,2,4,0,1,0,2,0,6,1,0,5,0,0,0,2,2,6,0,1,1,0,0,10,0
1,1.5,1,0,0,0,0,0,0,0,4.899529,0.268936,0.225124603,2.340661419,5.634274006,0,0,0,0,NA,5,60,0,65,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,5000,NA,1,1,1,2,4,4,0,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,20,NA
0,0,NA,0,0,0,0,0,0,0,2.642452,0.331104,0.229027216,9.36117165,7.076154127,8,8,NA,8,NA,2,50,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,1,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,1,0,0,1,1,0,0,0,NA,NA,0,0,8,NA,3,2,0,0,1,0,1,0,NA,NA
1,16,1,1,1,1,0,0,0,0,2.631418,0.334497,0.229027216,9.237177806,7.159741902,6,6,6,NA,0,5,60,1,63,4,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,50,35000,NA,1,0,0,1,1,NA,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,0,1,1,NA,0,0,0,0,0,NA,NA,1,NA,NA,1,NA,1,1,1,1,0,0,0,1,0,1,1,1,NA,NA,NA,0,1,0,1,1,0,0,0,1,1,0,6,0,0,0,1,1,0,1,1,1,0,0,10,NA
1,3,1,1,1,1,1,0,0,0,2.62175,0.328062,0.229027216,9.251757823,7.264623069,4,2,2,0,1,4,50,1,55,4,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,37.5,5000,15000,1,1,0,1,4,4,0,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,NA,1,NA,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,NA,1,NA,NA,NA,1,1,2,0,2,0,1,0,3,1,0,2,1,1,1,3,1,3,0,1,1,0,0,NA,1
1,9,1,0,0,0,0,0,0,0,2.655045,0.315952,0.229027216,9.627754867,7.015331572,3,NA,0,NA,NA,9,55.55555556,1,21,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,125000,NA,0,0,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,0,NA,NA,NA,1,NA,NA,NA,0,NA,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,3,0,0,0,2,0,5,1,0,3,0,0,0,0,0,5,0,1,1,1,0,NA,NA
1,5,1,1,0,1,1,0,1,0,2.646474,0.318159,0.229027216,9.539499659,7.079143083,4,4,4,0,0,7,71.42857143,1,52,4,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,60,25000,NA,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,NA,NA,NA,0,0,1,1,1,1,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,1,1,1,NA,NA,0,0,3,0,0,0,2,0,5,1,0,4,0,0,0,0,0,5,0,0,1,0,0,20,6
0,3,1,1,0,1,0,1,0,0,1.656524,0.5537,0.238479403,3.840188511,34.88985462,0,0,0,0,NA,9,44.44444444,1,NA,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,10,NA,NA,0,0,0,1,1,1,1,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,NA,NA,0,0,0,NA,2,0,0,0,0,1,4,1,NA,1
NA,3,1,0,0,0,0,0,0,0,1.656827,0.539483,0.238479403,3.546124071,34.46800965,4,4,4,0,1,6,50,1,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,1,0,0,1,1,0,2,NA,NA,4,0,0,NA,0,3,2,0,NA,NA,0,0,NA,NA
NA,3,1,0,0,0,0,0,0,0,3.740995,1.094627,0.238479403,2.227468482,8.473338995,10,3,0,3,NA,6,66.66666667,0,NA,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
1,14,1,1,1,1,0,0,0,0,3.743087,1.096876,0.238479403,2.240749539,8.451782639,0,0,0,0,NA,8,50,1,53,4,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,50,100000,NA,NA,1,1,2,2,2,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,NA,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,1,2,0,1,1,0,4,1,0,0,0,0,0,0,1,2,2,0,1,0,0,40,0
1,4,1,1,1,1,1,0,0,1,4.422517,0.540439,0.238479403,1.679316033,14.87191446,13,13,10,3,0,8,62.5,0,23,4,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,40,30000,NA,0,1,1,2,2,2,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,NA,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,1,1,NA,NA,2,0,1,1,2,1,2,0,4,1,0,10,0,3,NA,4,1,3,1,1,1,0,0,40,0
1,10,1,1,1,1,0,0,1,0,4.106755,0.838152,0.238479403,1.79594157,14.25979441,3,3,3,0,0,5,40,1,78,5,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,60,NA,NA,NA,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,1,1,1,0,1,1,2,0,3,1,0,3,0,0,0,2,2,3,0,1,1,0,0,50,1
1,3,1,1,1,0,0,0,0,0,5.062714,0.597221,0.225977747,2.086930639,13.66469909,0,0,0,0,NA,5,60,1,50,4,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,NA,NA,1,0,0,2,2,2,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,NA,NA,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,1,0,0,50,2
1,3.5,1,1,0,1,0,0,1,0,5.070056,0.607526,0.225977747,2.065770853,13.62322474,0,0,0,0,NA,4,75,1,36,2,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,30,14000,NA,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,1,1,NA,NA,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,2,1,0,1,0,0,0,30,2
1,0,NA,1,0,0,0,0,0,1,5.08025,0.638865,0.225977747,2.019202846,13.63747701,2,2,0,0,1,3,66.66666667,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NA,NA,1,0,0,2,2,2,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,1,1,0,2,0,2,1,0,0,2,0,1,0,0,0,0,3,1,2,0,1,0,2,1,NA,1
0,0,NA,0,0,0,0,0,0,0,5.766196,0.627472,0.225977747,2.375150065,19.22647737,3,3,1,2,1,2,50,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,5,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,2,0,3,NA,NA,1,0,2,NA,2,0,3,0,1,NA,4,0,NA,0
0,0,NA,0,0,0,0,0,0,0,5.751101,0.593298,0.225977747,2.366530451,19.65231506,18,18,0,0,0,5,40,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,0,NA,NA,0,18,0,NA,2,1,0,0,1,1,0,0,NA,0
0,0.125,1,0,0,0,0,0,0,0,5.772555,0.646473,0.225977747,2.379746558,18.99610249,0,0,0,0,NA,5,60,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,NA,NA,0,0,0,3,3,3,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,NA,1,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,0,0,0,NA,NA,0,0,0,NA,1,4,0,0,0,1,1,1,NA,1
1,7,0,1,0,1,0,0,1,0,9.511639,0.502339,0.214519762,7.473347826,9.291617046,2,2,2,0,1,2,50,1,60,4,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,50,50000,NA,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,NA,1,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,0,1,2,1,0,0,2,0,5,1,0,2,0,0,0,0,1,4,1,NA,1,3,1,50,3
0,0,NA,0,0,0,0,0,0,0,9.567804,0.561602,0.214519762,8.093291499,9.294436207,0,0,0,0,NA,3,66.66666667,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1,4,4,4,0,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,1,0,1,NA,NA,0,0,0,NA,0,2,1,0,1,0,4,1,NA,3
1,2,1,1,1,1,0,1,1,1,7.852098,0.415186,0.214519762,5.563456861,19.36942514,2,2,2,0,1,6,33.33333333,1,28,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,50,5000,NA,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,NA,NA,0,1,2,0,1,0,1,0,3,1,0,2,0,0,0,1,1,3,0,1,1,5,1,30,4
1,18,1,1,1,1,0,1,1,1,7.52833,0.909864,0.214519762,10.41720651,15.08126336,2,2,2,0,0,2,50,1,70,6,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,60,25000,NA,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,1,1,NA,NA,0,1,2,0,1,0,1,0,3,1,0,2,0,0,0,1,1,3,0,1,0,6,1,40,4
1,2,1,1,0,1,0,0,0,0,7.504741,0.17531,0.214519762,10.83929322,21.601284,0,0,0,0,NA,4,75,1,49,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50,10000,NA,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,2,1,0,0,1,0,0,50,2
1,3,1,1,1,0,0,0,1,0,7.524435,0.178247,0.214519762,10.20381593,21.67463148,3,3,3,0,1,5,80,1,55,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,18,12500,NA,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,NA,1,1,1,0,1,1,0,1,1,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,1,1,1,NA,NA,0,4,1,0,0,1,2,0,3,1,0,3,0,0,0,0,5,3,0,0,1,2,1,18,3
0,0,NA,0,0,0,0,0,0,0,7.522956,0.352462,0.233398107,4.772907405,3.560052688,0,0,0,0,NA,3,66.66666667,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,2,0,0,1,0,0,2,NA,NA,0,0,0,NA,0,2,2,0,0,0,0,0,NA,NA
1,5,1,0,0,0,0,0,0,0,7.533784,0.343373,0.233398107,4.745297723,3.560041934,4,4,2,0,0,4,50,1,55,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50000,NA,1,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,0,2,0,0,2,0,0,0,0,1,0,2,2,0,0,2,2,0,0,1,0,0,0,10,0
1,6,1,1,0,0,1,0,0,0,7.544703,0.333995,0.233398107,4.725216644,3.56146246,2,2,2,0,0,4,75,1,65,5,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,40000,NA,1,1,1,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,1,0,1,0,3,2,0,0,1,1,0,2,0,0,0,4,2,1,0,1,0,0,0,10,NA
1,25,1,1,0,1,0,0,0,0,8.529129,1.695519,0.233398107,1.667152677,3.463450324,6,6,5,0,0,5,40,1,50,5,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,35,75000,NA,1,1,0,1,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,1,2,0,0,1,0,4,1,0,5,1,0,0,0,0,2,2,1,0,0,0,40,NA
1,4,1,0,0,0,0,0,0,0,8.519883,1.704565,0.233398107,1.674559692,3.468086687,0,0,0,0,NA,6,83.33333333,1,30,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20000,45000,NA,NA,0,1,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,1,1,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,1,0,1,0,1,0,2,1,0,0,0,0,0,1,1,2,0,0,NA,0,0,NA,0
1,16,1,1,0,0,1,0,0,0,8.526411,1.699905,0.233398107,1.70593215,3.460715601,3,3,3,0,0,3,66.66666667,1,78,3,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,55,50000,NA,1,1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,2,1,0,0,2,1,1,3,0,0,0,3,2,1,1,1,0,0,0,10,NA
